days.origin	days.water	days.manure	F07	F08	F09	F10	F11	F12	GW01	GW02	GW03	GW04	GW05	GW06	GWL01	GWL02	GWL03	GWL04	GWo01	GWo02	mean.F	sd.F	se.F	mean.GW	sd.GW	se.GW	mean.GWL	sd.GWL	se.GWL
11.460417	3.375	-16.577778	   NA	5.7320	10.7601	184.0403	12.8289	1.1570	43.3290	104.4489	25.8426	31.3137	104.5519	56.3932	142.5760	277.0893	15.8446	17.5438	19.1322	-0.2751	42.9037	79.03	35.34	60.9799	35.31	14.42	78.6518	110.38	45.06
11.585417	3.5	-16.452778	   NA	5.6832	10.7040	188.0772	12.7248	1.1570	44.2818	106.6308	26.2484	32.1743	107.4617	57.6282	144.7950	277.4503	15.8782	17.5385	19.0808	-0.3351	43.6692	80.85	36.16	62.4042	36.22	14.79	79.0680	110.78	45.22
11.710417	3.625	-16.327778	   NA	5.6198	10.6273	191.9527	12.6206	1.1031	45.0710	108.5730	26.5909	32.9630	110.1986	58.6798	146.9284	277.8004	15.8799	17.5124	19.0056	-0.3983	44.3847	82.61	36.95	63.6794	37.07	15.13	79.4547	111.18	45.39
11.835417	3.75	-16.202778	   NA	5.5720	10.5597	195.5745	12.5455	1.0541	45.7502	110.2840	26.9333	33.6843	112.6051	59.5699	148.9927	278.1188	15.8386	17.4847	18.9508	-0.4714	45.0612	84.26	37.68	64.8045	37.81	15.43	79.8190	111.57	45.55
11.960417	3.875	-16.077778	   NA	5.5092	10.5037	199.0789	12.4867	1.0197	46.3463	111.7761	27.2163	34.3431	114.6159	60.2996	150.9053	278.3691	15.7795	17.4279	18.9208	-0.5192	45.7196	85.85	38.39	65.7662	38.43	15.69	80.1472	111.92	45.69
12.085417	4	-15.952778	   NA	5.4654	10.4971	202.4259	12.4614	1.0090	46.8712	113.1576	27.4509	34.9500	116.3300	60.9627	152.6964	278.5519	15.7228	17.4320	18.8485	-0.5491	46.3718	87.35	39.06	66.6204	38.98	15.91	80.4504	112.23	45.82
12.210417	4.125	-15.827778	   NA	5.4467	10.5445	205.4779	12.4669	1.0472	47.3365	114.4421	27.6705	35.5093	117.7302	61.5448	154.5583	278.6819	15.6742	17.4703	18.7405	-0.5577	46.9966	88.71	39.67	67.3722	39.44	16.10	80.7613	112.53	45.94
12.335417	4.25	-15.702778	   NA	5.3718	10.5561	208.4787	12.4677	1.0488	47.7587	115.5384	27.8671	35.9824	119.0244	61.9936	156.4552	278.7796	15.6214	17.4323	18.6312	-0.5725	47.5846	90.05	40.27	68.0274	39.86	16.27	81.0579	112.84	46.07
12.460417	4.375	-15.577778	   NA	5.3026	10.5174	211.2177	12.4179	0.9913	48.1659	116.4084	27.9747	36.3796	120.0820	62.3385	158.1874	278.8548	15.5714	17.3729	18.5416	-0.6388	48.0894	91.30	40.83	68.5582	40.20	16.41	81.3149	113.14	46.19
12.585417	4.5	-15.452778	   NA	5.2324	10.4571	213.7794	12.3579	0.9320	48.5901	117.2516	28.0142	36.7660	120.9945	62.6222	159.7769	278.9291	15.5383	17.3309	18.4988	-0.7204	48.5518	92.47	41.36	69.0398	40.52	16.54	81.5589	113.40	46.30
12.710417	4.625	-15.327778	   NA	5.1625	10.4056	216.2203	12.3060	0.8843	48.9840	118.0073	28.0754	37.1603	121.8011	62.8927	161.2860	279.0158	15.5607	17.2926	18.4928	-0.7731	48.9957	93.59	41.85	69.4868	40.78	16.65	81.8125	113.65	46.40
12.835417	4.75	-15.202778	   NA	5.1325	10.3877	218.5652	12.2166	0.8386	49.3695	118.6829	28.1400	37.5125	122.4423	63.1121	162.6616	279.0850	15.6232	17.2877	18.4747	-0.8119	49.4281	94.66	42.33	69.8766	40.99	16.73	82.0534	113.87	46.49
12.960417	4.875	-15.077778	   NA	5.0639	10.3688	220.8214	12.1351	0.7927	49.7518	119.2859	28.1745	37.8635	122.9437	63.2698	163.9586	279.1274	15.6695	17.2504	18.4206	-0.8395	49.8364	95.69	42.79	70.2149	41.16	16.80	82.2645	114.08	46.57
13.085417	5	-14.952778	   NA	4.9661	10.3371	223.0455	12.0951	0.7322	50.0964	119.8213	28.1887	38.1799	123.3503	63.4053	165.2038	279.1689	15.6960	17.1883	18.3542	-0.8363	50.2352	96.71	43.25	70.5070	41.30	16.86	82.4625	114.29	46.66
13.210417	5.125	-14.827778	   NA	4.9122	10.2968	225.1757	12.0569	0.6762	50.4153	120.2575	28.2225	38.4295	123.6939	63.5406	166.3495	279.2085	15.6937	17.1726	18.2963	-0.8279	50.6236	97.68	43.68	70.7599	41.41	16.90	82.6488	114.47	46.73
13.335417	5.25	-14.702778	   NA	4.8602	10.2670	227.1288	12.0056	0.6417	50.7724	120.6497	28.2906	38.6464	123.9693	63.7150	167.4654	279.2423	15.6622	17.2015	18.2512	-0.8323	50.9807	98.57	44.08	71.0072	41.48	16.94	82.8317	114.66	46.81
13.460417	5.375	-14.577778	   NA	4.8070	10.2541	228.8756	11.9488	0.6216	51.0917	120.9865	28.3295	38.7877	124.1742	63.8947	168.4957	279.2572	15.6096	17.2317	18.2260	-0.8438	51.3014	99.37	44.44	71.2107	41.55	16.96	82.9961	114.82	46.88
