days.origin	days.water	days.manure	F07	F08	F09	F10	F11	F12	GW01	GW02	GW03	GW04	GW05	GW06	GWL01	GWL02	GWL03	GWL04	GWo01	GWo02	mean.F	sd.F	se.F	mean.GW	sd.GW	se.GW	mean.GWL	sd.GWL	se.GWL
44.913194	36.827778	16.875	NA	2.6529	3.7917	9.73	1.0182	1.6908	13.359	12.5019	9.1374	27.1461	16.6846	11.9282	6.4923	7.0585	2.6458	1.9533	6.2826	3.8984	3.7767	3.49	1.56	15.1262	6.37	2.60	4.7218	2.18	0.89
45.038194	36.952778	17	NA	2.8154	3.9231	10.352	1.0416	1.6598	12.8265	12.5598	8.8996	26.2231	16.6315	11.5992	6.461	7.2794	2.667	2.1336	6.1034	3.6754	3.9584	3.74	1.67	14.7899	6.13	2.50	4.7200	2.17	0.88
45.163194	37.077778	17.125	NA	3.045	3.9653	9.9007	1.1554	1.6791	12.1396	12.6863	8.7573	25.3034	16.6066	11.2951	6.6287	6.8925	2.6232	1.7178	6.0153	3.7252	3.9491	3.51	1.57	14.4647	5.89	2.40	4.6005	2.21	0.90
45.288194	37.202778	17.25	NA	2.7532	3.8207	9.4362	1.1114	1.5442	12.1298	12.6517	8.8361	26.3183	16.6473	11.2466	6.4346	6.8854	2.7275	2.1323	5.9436	3.6606	3.7331	3.36	1.50	14.6383	6.26	2.56	4.6307	2.04	0.83
45.413194	37.327778	17.375	NA	2.6923	3.9984	9.1662	1.0603	1.6887	12.7227	12.2875	8.7715	27.3029	17.17	10.9718	6.539	6.7247	2.7486	1.9471	5.8334	3.5519	3.7212	3.24	1.45	14.8711	6.69	2.73	4.5575	2.07	0.84
45.538194	37.452778	17.5	NA	2.6698	4.1828	8.481	1.1357	1.4933	12.6982	12.3765	8.6511	27.8418	17.1359	10.8771	6.3818	6.5623	2.8748	2.0525	5.5964	3.5197	3.5925	2.98	1.33	14.9301	6.91	2.82	4.4979	1.93	0.79
45.663194	37.577778	17.625	NA	3.1322	3.9591	7.7695	1.1619	1.4426	12.3888	12.8113	8.5269	28.8514	16.7868	10.643	7.7192	8.7049	3.5449	1.4169	5.51	4.4085	3.4931	2.66	1.19	15.0014	7.32	2.99	5.2174	2.70	1.10
45.788194	37.702778	17.75	NA	2.688	3.4938	7.9078	1.1809	1.9174	13.8224	11.7486	8.1606	32.1465	16.5878	10.2348	9.1174	10.3368	3.255	1.7505	5.6133	4.4409	3.4376	2.64	1.18	15.4501	8.68	3.54	5.7523	3.36	1.37
45.913194	37.827778	17.875	NA	2.8275	3.5367	8.039	1.2186	1.7709	12.1704	11.8867	8.1633	30.3862	16.5949	9.8793	7.0394	5.7773	2.4365	2.0922	5.2095	2.7315	3.4785	2.70	1.21	14.8468	8.12	3.32	4.2144	2.06	0.84
46.038194	37.952778	18	NA	3.0206	3.7147	8.1167	1.1659	1.3997	11.9343	11.7646	8.2831	30.2498	16.4111	10.0324	6.7678	6.2788	2.5314	1.9246	5.0461	3.2936	3.4835	2.80	1.25	14.7792	8.05	3.29	4.3071	2.02	0.82
46.163194	38.077778	18.125	NA	3.0657	3.6674	8.1089	1.1863	1.6211	11.5493	11.9613	8.1435	31.3828	16.5912	10.2016	6.628	6.1528	2.5136	1.8902	5.1226	3.1752	3.5299	2.75	1.23	14.9716	8.51	3.47	4.2471	1.99	0.81
46.288194	38.202778	18.25	NA	3.1271	3.6102	8.2704	1.1085	1.5673	11.2577	11.5381	8.2717	33.9047	16.5175	9.9054	6.748	6.1609	2.5367	1.8863	5.0171	3.3398	3.5367	2.84	1.27	15.2325	9.56	3.90	4.2815	1.99	0.81
46.413194	38.327778	18.375	NA	3.0325	3.6621	9.0006	1.2448	1.5458	11.2997	11.533	8.2563	35.4402	16.4858	9.9852	6.7594	6.1615	2.4512	1.6922	4.9496	3.3769	3.6972	3.13	1.40	15.5000	10.15	4.14	4.2318	2.05	0.84
46.538194	38.452778	18.5	NA	3.3504	3.7949	9.2872	1.4343	1.7494	11.1214	11.3813	8.1816	35.2093	16.7783	10.3186	6.7918	6.198	2.5373	1.7722	5.0688	3.3933	3.9232	3.16	1.41	15.4984	10.07	4.11	4.2936	2.04	0.83
46.663194	38.577778	18.625	NA	2.7158	3.7354	8.8894	1.4202	1.5669	10.6204	10.3614	8.3239	33.1371	16.58	10.3207	5.9452	7.1113	3.673	1.4348	6.243	4.5277	3.6655	3.07	1.37	14.8906	9.37	3.82	4.8225	2.07	0.84
46.788194	38.702778	18.75	NA	2.83	3.4266	9.5268	1.2902	1.5457	11.786	10.6782	8.0593	32.9008	15.9739	10.1138	6.4597	7.4277	3.3756	1.8375	6.3246	5.1817	3.7239	3.36	1.50	14.9187	9.19	3.75	5.1011	2.12	0.86
46.913194	38.827778	18.875	NA	2.9558	3.3125	8.9805	1.2306	1.6355	11.7817	10.4387	7.8352	31.1441	15.8461	10.1865	6.3144	5.6209	1.8106	2.0028	4.683	2.9921	3.6230	3.12	1.39	14.5387	8.55	3.49	3.9040	1.91	0.78
47.038194	38.952778	19	NA	2.6021	3.6965	8.6255	1.3467	1.7052	11.5723	10.5292	8.0299	30.2107	15.7188	10.3186	6.1522	6.0615	2.0021	1.8248	4.8121	3.231	3.5952	2.96	1.32	14.3966	8.15	3.33	4.0139	1.94	0.79
47.163194	39.077778	19.125	NA	2.7686	3.8365	8.6923	1.4221	1.5945	11.454	10.4785	7.9902	31.1458	15.8425	10.2526	6.5107	5.9852	1.9583	2.1554	4.7341	3.3349	3.6628	2.98	1.33	14.5273	8.54	3.49	4.1131	1.93	0.79
47.288194	39.202778	19.25	NA	2.7906	3.6326	8.3327	1.343	1.5743	11.2984	10.3799	7.9994	32.4565	15.8333	9.9335	6.1395	5.9775	1.9388	1.7951	4.553	3.3282	3.5346	2.84	1.27	14.6502	9.10	3.72	3.9554	1.92	0.78
47.413194	39.327778	19.375	NA	2.6687	3.3212	8.2813	1.4012	1.6285	11.4639	10.1423	8.0275	33.2769	15.8347	9.7435	6.5324	5.8614	2.2101	1.695	4.6372	3.525	3.4602	2.81	1.25	14.7481	9.45	3.86	4.0769	1.95	0.80
47.538194	39.452778	19.5	NA	2.711	3.2251	8.4409	1.5005	1.6493	11.7213	10.2224	7.9138	34.4361	15.5893	9.8171	6.1085	5.8983	2.3441	1.7697	4.73	3.5649	3.5054	2.85	1.28	14.9500	9.89	4.04	4.0693	1.81	0.74
47.663194	39.577778	19.625	NA	2.7623	3.127	8.56	1.5553	1.4818	11.3156	10.1181	7.9769	35.4124	15.4599	9.7575	6.1238	5.9643	2.419	1.6854	4.5772	3.4951	3.4973	2.92	1.31	15.0067	10.31	4.21	4.0441	1.83	0.75
47.788194	39.702778	19.75	NA	2.722	3.0985	8.6944	1.4153	2.1955	10.928	10.1622	7.8733	35.2688	15.1567	9.7483	6.2083	6.0164	2.5274	1.7873	4.5949	3.4698	3.6251	2.90	1.30	14.8562	10.29	4.20	4.1007	1.82	0.74
47.913194	39.827778	19.875	NA	2.7761	3.2136	9.1499	1.5776	1.9433	11.2254	10.1791	7.7924	35.3037	14.9415	9.7504	6.2268	5.8204	2.4603	2.0469	4.4876	3.3694	3.7321	3.10	1.39	14.8654	10.29	4.20	4.0686	1.74	0.71
