days.origin	days.water	days.manure	F07	F08	F09	F10	F11	F12	GW01	GW02	GW03	GW04	GW05	GW06	GWL01	GWL02	GWL03	GWL04	GWo01	GWo02	mean.F	sd.F	se.F	mean.GW	sd.GW	se.GW	mean.GWL	sd.GWL	se.GWL
42.288194	34.202778	14.25	NA	97.6041	-5.8646	371.7115	-9.9046	-9.7729	33.9634	17.6675	0.6979	14.5717	60.4928	34.5627	155.7642	71.9824	42.8197	9.0528	339.8152	65.6709	88.7547	164.72	73.67	26.9927	20.79	8.49	114.1842	120.76	49.30
42.413194	34.327778	14.375	NA	74.3172	-1.5879	382.4394	-34.2934	1.782	18.53	4.633	-5.8097	24.7723	32.0147	36.9252	155.8988	41.5356	48.2777	-18.0078	326.9183	83.1767	84.5315	171.20	76.56	18.5109	16.40	6.70	106.2999	122.21	49.89
42.538194	34.452778	14.5	NA	82.8437	20.5156	393.1673	-27.0608	14.5155	20.1659	-5.0713	-3.9446	17.5136	44.3947	48.2138	158.1222	7.2859	55.4005	37.7653	330.0929	79.7561	96.7963	170.26	76.14	20.2120	22.80	9.31	111.4038	118.67	48.45
42.663194	34.577778	14.625	NA	32.3439	25.1421	403.7991	-23.8575	15.9362	13.5007	0.08	5.0849	16.084	38.09	36.0244	138.7721	33.1616	35.0897	23.8386	336.0637	90.6527	90.6728	176.39	78.88	18.1440	15.75	6.43	109.5964	119.37	48.73
42.788194	34.702778	14.75	NA	60.5201	-2.1669	413.969	-20.7405	-3.3681	23.5031	6.6227	-8.9016	29.1323	25.446	22.1106	173.0839	59.364	35.7158	9.9119	328.3395	66.8715	89.6427	183.92	82.25	16.3189	14.58	5.95	112.2144	119.65	48.85
42.913194	34.827778	14.875	NA	72.2925	-6.226	423.5335	-11.5886	-16.3467	16.2596	2.3807	-4.5803	1.4154	20.6903	25.1547	167.9421	63.8687	32.6074	-2.5071	315.3847	53.4118	92.3329	188.69	84.39	10.2201	12.06	4.92	105.1179	117.79	48.09
43.038194	34.952778	15	NA	63.989	3.6232	432.4526	-2.742	1.547	13.8274	10.8557	19.7823	-6.4919	57.34	45.3649	211.6453	46.3557	21.2269	19.7738	316.2279	58.2349	99.7740	187.99	84.07	23.4464	23.62	9.64	112.2441	122.95	50.19
43.163194	35.077778	15.125	NA	56.746	7.1781	446.4647	0.7565	1.5207	18.903	33.6449	-4.445	-22.7366	69.7937	54.1808	181.1003	58.7024	22.5791	-17.422	325.3072	75.3207	102.5332	193.67	86.61	24.8901	34.97	14.28	107.5979	125.77	51.35
43.288194	35.202778	15.25	NA	81.2265	11.6169	422.5474	6.6482	-1.7187	25.5603	32.153	-16.2685	-6.6167	69.5047	78.8583	184.9792	76.6844	34.2425	38.9134	322.2434	93.4095	104.0641	181.09	80.99	30.5318	38.61	15.76	125.0787	110.89	45.27
43.413194	35.327778	15.375	NA	46.4862	15.0033	363.5736	-18.6713	-4.6692	9.6821	32.2059	-11.066	10.7278	62.3407	42.9491	196.6843	106.5594	55.1994	0.1903	309.3139	99.669	80.3445	160.21	71.65	24.4733	26.48	10.81	127.9360	109.99	44.90
43.538194	35.452778	15.5	NA	77.0731	20.3552	363.4985	13.2614	-10.9568	36.5874	14.349	2.2956	29.8868	53.1301	67.1025	213.4217	72.1368	65.7255	11.9082	283.9664	89.6797	92.6463	154.81	69.23	33.8919	23.99	9.79	122.8064	103.35	42.19
43.663194	35.577778	15.625	NA	88.4697	9.277	326.7762	21.5916	-7.2239	24.6225	-4.3771	-5.4791	17.0764	45.6063	79.4995	230.5015	74.7114	57.8016	3.4517	290.1493	88.4746	87.7781	138.46	61.92	26.1581	32.38	13.22	124.1817	110.95	45.30
43.788194	35.702778	15.75	NA	60.6795	1.7383	266.6128	-16.6377	-15.9665	11.8708	22.131	-17.9014	24.7565	38.0826	59.4345	210.0661	52.7772	18.3871	10.0266	309.3171	90.8248	59.2853	120.13	53.72	23.0623	25.91	10.58	115.2331	119.67	48.86
43.913194	35.827778	15.875	NA	92.4252	4.8413	292.1219	-22.2564	-11.3818	10.6281	21.0624	-2.2678	13.4172	29.8252	47.541	207.7149	44.4734	4.983	14.9931	293.548	118.3101	71.1500	131.54	58.83	20.0343	17.22	7.03	114.0037	116.24	47.46
44.038194	35.952778	16	NA	82.3365	6.8773	268.7535	-23.6592	-0.3611	9.3853	0.1793	1.6057	10.6662	23.5185	42.4495	238.1394	76.3894	34.537	-19.0759	261.7281	133.6792	66.7894	119.70	53.53	14.6341	15.97	6.52	120.8995	112.05	45.74
44.163194	36.077778	16.125	NA	77.7644	-5.5266	259.2694	-34.6774	27.1033	11.2726	10.3522	-4.5837	-13.2219	14.4325	22.2046	201.5202	92.597	62.6055	-33.8926	242.8175	110.1914	64.7866	116.46	52.08	6.7427	13.10	5.35	112.6398	99.23	40.51
44.288194	36.202778	16.25	NA	77.999	20.2132	245.4841	-36.3375	3.0761	47.1494	6.8837	-10.7731	19.4031	57.4306	36.4655	212.686	83.3569	51.8448	-13.3888	258.8026	113.9746	62.0870	110.47	49.40	26.0932	25.71	10.50	117.8794	101.63	41.49
44.413194	36.327778	16.375	NA	73.2943	38.9743	246.8848	-22.2213	-37.5411	7.1462	19.653	-16.9625	33.7255	69.4821	37.4656	224.5687	83.5461	40.3818	6.2301	264.1554	113.6075	59.8782	113.82	50.90	25.0850	29.39	12.00	122.0816	102.31	41.77
44.538194	36.452778	16.5	NA	67.045	5.6532	244.2703	-10.0224	-25.5992	19.7387	-9.7445	-23.152	27.9412	31.5223	17.4142	240.2851	77.2568	36.1919	3.1336	268.7373	113.2913	56.2694	110.81	49.56	10.6200	22.01	8.98	123.1493	108.71	44.38
44.663194	36.577778	16.625	NA	60.6935	-12.3872	227.513	-2.2575	1.8459	38.9253	0.9521	-27.6183	19.5349	27.0232	37.8289	225.6858	56.2277	19.9199	-18.3228	263.3954	126.8485	55.0815	100.55	44.97	16.1077	25.55	10.43	112.2924	113.70	46.42
44.788194	36.702778	16.75	NA	64.3333	-8.1739	226.2801	6.5714	8.5665	33.1033	21.6303	-20.8834	-0.9066	24.4737	34.3468	235.6954	42.8067	31.0969	19.4629	256.3176	146.1709	59.5155	97.23	43.48	15.2940	21.80	8.90	121.9251	106.40	43.44
44.913194	36.827778	16.875	NA	69.8919	6.2189	189.0561	-21.8088	9.1739	14.5591	11.9406	1.7236	2.6286	12.3587	22.7466	208.1428	62.4989	49.1503	8.4908	259.2559	125.7097	50.5064	84.37	37.73	10.9929	7.87	3.21	118.8747	97.93	39.98
45.038194	36.952778	17	NA	81.736	10.2797	192.2178	-16.8054	9.7814	30.4558	-36.4016	-6.3268	-3.4437	13.2727	34.7051	230.9294	72.0789	37.2752	-6.0638	266.5215	98.9881	55.4419	84.77	37.91	5.3769	26.50	10.82	116.6215	108.79	44.41
45.163194	37.077778	17.125	NA	94.6322	0.9274	190.4648	-7.985	10.3888	56.532	-24.3215	-9.9752	15.4973	21.5608	7.1686	257.1592	61.7452	17.5605	-37.3665	273.179	99.7179	57.6856	84.80	37.93	11.0770	27.95	11.41	111.9992	127.24	51.95
45.288194	37.202778	17.25	NA	100.2103	1.9908	178.9636	-23.3287	-0.9879	32.5434	-20.7807	6.317	32.8518	19.6571	39.0359	263.9628	51.3406	32.2999	-17.3829	271.8979	108.1671	51.3696	85.77	38.36	18.2707	22.44	9.16	118.3809	122.64	50.07
