days.origin	days.water	days.manure	F07	F08	F09	F10	F11	F12	GW01	GW02	GW03	GW04	GW05	GW06	GWL01	GWL02	GWL03	GWL04	GWo01	GWo02	mean.F	sd.F	se.F	mean.GW	sd.GW	se.GW	mean.GWL	sd.GWL	se.GWL
24.335417	16.25	-3.702778	   NA	-1.1949	22.9773	-2.7386	23.7709	82.6907	-6.0786	-6.5574	-7.8514	-5.7457	-5.7012	-5.0737	-0.5885	1.7093	2.7139	11.2063	0.4946	0.3000	25.1011	34.60	15.47	-6.1680	0.96	0.39	2.6393	4.35	1.78
24.460417	16.375	-3.577778	   NA	-1.1982	23.7964	-2.7591	24.5409	85.2939	-6.1393	-6.6215	-7.9223	-5.7976	-5.7540	-5.1169	-0.5933	1.7387	2.8136	11.5484	0.5089	0.3064	25.9348	35.67	15.95	-6.2253	0.97	0.39	2.7205	4.49	1.83
24.585417	16.5	-3.452778	   NA	-1.2015	24.6348	-2.7796	25.3308	88.1375	-6.2001	-6.6856	-7.9949	-5.8488	-5.8078	-5.1607	-0.5976	1.7689	2.9175	11.9097	0.5227	0.3120	26.8244	36.84	16.47	-6.2830	0.98	0.40	2.8055	4.63	1.89
24.710417	16.625	-3.327778	   NA	-1.2049	25.4945	-2.8013	26.1588	91.0856	-6.2633	-6.7513	-8.0665	-5.9015	-5.8611	-5.2056	-0.6021	1.7989	3.0279	12.2818	0.5370	0.3183	27.7465	38.05	17.02	-6.3415	0.99	0.40	2.8936	4.77	1.95
24.835417	16.75	-3.202778	   NA	-1.2106	26.3788	-2.8236	27.0138	94.1863	-6.3272	-6.8175	-8.1371	-5.9561	-5.9144	-5.2514	-0.6068	1.8278	3.1460	12.6527	0.5506	0.3256	28.7089	39.32	17.59	-6.4006	0.99	0.41	2.9827	4.91	2.01
24.960417	16.875	-3.077778	   NA	-1.2167	27.2872	-2.8455	27.8669	97.2825	-6.3906	-6.8833	-8.2083	-6.0114	-5.9680	-5.2982	-0.6111	1.8549	3.2712	13.0393	0.5632	0.3336	29.6749	40.59	18.15	-6.4600	1.00	0.41	3.0752	5.06	2.07
25.085417	17	-2.952778	   NA	-1.2227	28.2172	-2.8685	28.7273	100.3353	-6.4551	-6.9505	-8.2809	-6.0673	-6.0218	-5.3460	-0.6144	1.8836	3.3974	13.4409	0.5807	0.3406	30.6377	41.85	18.71	-6.5203	1.01	0.41	3.1715	5.22	2.13
25.210417	17.125	-2.827778	   NA	-1.2286	29.1706	-2.8910	29.6248	103.3965	-6.5212	-7.0191	-8.3545	-6.1225	-6.0760	-5.3920	-0.6179	1.9257	3.5240	13.8581	0.6079	0.3476	31.6145	43.10	19.28	-6.5809	1.02	0.42	3.2742	5.38	2.20
25.335417	17.25	-2.702778	   NA	-1.2339	30.1526	-2.9133	30.5494	106.5032	-6.5862	-7.0880	-8.4294	-6.1772	-6.1307	-5.4368	-0.6221	1.9723	3.6534	14.3001	0.6318	0.3567	32.6116	44.38	19.85	-6.6414	1.03	0.42	3.3820	5.55	2.27
25.460417	17.375	-2.577778	   NA	-1.2392	31.1651	-2.9358	31.4801	109.6628	-6.6511	-7.1573	-8.5051	-6.2325	-6.1869	-5.4833	-0.6268	2.0121	3.7833	14.7434	0.6478	0.3657	33.6266	45.67	20.43	-6.7027	1.04	0.43	3.4876	5.72	2.34
