days.origin	days.water	days.manure	code	NO	N2O	CO2	CH4	NH3	H2O
23.960417	15.875	-4.077778	F12	1.1124	-7.9551	112.0372	808.8824	23.7363	12525.1286
24.085417	16	-3.952778	F12	1.3325	-1.3613	112.4732	825.3567	23.8520	12450.3321
24.210417	16.125	-3.827778	F12	1.2321	-13.5250	112.9092	841.8310	23.0216	12515.8266
24.335417	16.25	-3.702778	F12	1.5718	-20.2782	113.3452	860.7420	21.8849	12985.7457
24.460417	16.375	-3.577778	F12	1.8028	-15.5222	113.7812	874.7333	21.4418	13519.6568
24.585417	16.5	-3.452778	F12	1.2542	-18.1243	114.2172	949.6386	21.5600	13403.7824
24.710417	16.625	-3.327778	F12	0.7922	-21.4063	114.6532	1054.0710	20.5870	13185.8293
24.835417	16.75	-3.202778	F12	0.8550	-12.9546	115.0892	1046.1594	20.0559	12843.6251
24.960417	16.875	-3.077778	F12	0.9941	-16.6529	115.5252	1017.9833	19.7760	13420.4725
25.085417	17	-2.952778	F12	1.0309	-60.6851	115.9612	1017.1528	19.7013	13107.0439
25.210417	17.125	-2.827778	F12	1.2669	-59.8190	116.3972	1023.6508	19.0874	13284.7336
25.335417	17.25	-2.702778	F12	1.3950	-31.1541	116.8332	1047.4805	18.9540	13402.5160
25.460417	17.375	-2.577778	F12	1.3623	-22.1237	117.2692	1058.9347	18.9240	12787.3691
25.585417	17.5	-2.452778	F12	2.1352	-18.4012	117.7052	1081.8819	18.5179	12862.6364
25.710417	17.625	-2.327778	F12	3.4867	-45.0735	117.4522	1077.9645	18.6035	13172.8815
25.835417	17.75	-2.202778	F12	3.0760	3.5926	116.9844	1080.0034	18.3129	13241.2074
25.960417	17.875	-2.077778	F12	2.1800	6.8261	116.7643	1089.7867	18.4954	13335.6286
26.085417	18	-1.952778	F12	1.5758	-15.7486	116.3786	1129.4331	18.2778	12508.2643
26.210417	18.125	-1.827778	F12	1.3242	0.1538	116.3383	1141.9938	18.2302	13002.2685
26.335417	18.25	-1.702778	F12	1.3854	-0.6251	116.1252	1151.7907	18.8728	13276.0672
26.460417	18.375	-1.577778	F12	1.5277	-15.9418	115.7322	1169.2269	19.7230	13067.7826
26.585417	18.5	-1.452778	F12	2.3277	-29.2443	116.2733	1172.9161	19.7822	13230.1613
26.710417	18.625	-1.327778	F12	2.5042	-12.1189	116.1002	1187.7591	19.9940	13148.2821
26.835417	18.75	-1.202778	F12	2.9238	9.6796	116.3214	1200.1114	20.8365	13297.0415
26.960417	18.875	-1.077778	F12	2.3798	1.1488	116.7616	1289.6137	20.7975	12875.3152
27.085417	19	-0.952778	F12	1.6125	-23.7408	116.9265	1391.2084	21.0890	13164.1066
27.210417	19.125	-0.827778	F12	1.0896	-31.0797	117.9587	1332.2125	20.6881	12620.1260
27.335417	19.25	-0.702778	F12	0.8449	-23.4044	118.5847	1304.3404	20.1357	12936.1132
27.460417	19.375	-0.577778	F12	1.1003	-30.4147	116.6852	1314.3540	20.0543	12948.4413
27.585417	19.5	-0.452778	F12	3.5809	-21.0606	117.2604	1327.1497	20.2026	13224.3509
27.710417	19.625	-0.327778	F12	2.9386	-10.9362	118.1939	1326.4607	20.8781	13111.8552
27.835417	19.75	-0.202778	F12	2.1378	-9.2800	118.3065	1323.8084	21.1635	12970.2052
27.960417	19.875	-0.077778	F12	2.1378	-9.2800	118.3065	1323.8084	21.1635	12970.2052
28.038194	19.952778	0	F12	2.1378	-9.2800	118.3065	1323.8084	21.1635	12970.2052
28.163194	20.077778	0.125	F12	1.1904	200.2908	113.1500	1043.3557	8461.0973	11209.3494
28.288194	20.202778	0.25	F12	0.4011	301.5319	107.9935	805.7395	14282.4887	10320.2235
28.413194	20.327778	0.375	F12	0.2377	41.9352	102.8369	741.9155	10422.7443	12468.6883
28.538194	20.452778	0.5	F12	0.1942	13.4743	97.6804	723.3081	8349.4145	13111.3810
28.663194	20.577778	0.625	F12	0.2609	14.1313	93.6700	757.2826	6468.5961	13095.3310
28.788194	20.702778	0.75	F12	0.0031	10.9364	93.9088	797.3233	4439.5322	13577.3996
28.913194	20.827778	0.875	F12	0.3480	-7.1457	93.4484	849.9460	4026.2378	12889.1013
29.038194	20.952778	1	F12	0.6929	-7.4260	95.3116	883.0999	3566.1710	12784.8231
29.163194	21.077778	1.125	F12	0.7006	-4.4583	98.4048	912.2621	3095.9740	13279.7836
29.288194	21.202778	1.25	F12	0.3627	-13.1595	96.4090	970.2519	2732.3143	12852.2596
29.413194	21.327778	1.375	F12	0.2692	-6.1288	91.2459	1017.8970	2475.2344	12725.8394
29.538194	21.452778	1.5	F12	0.2734	-10.2402	86.0910	1061.5148	2337.9629	13715.7199
29.663194	21.577778	1.625	F12	0.1804	4.2237	81.6111	1098.4777	2211.9694	13792.8869
29.788194	21.702778	1.75	F12	-0.0207	7.9125	78.4441	1137.2042	2106.3428	13589.6807
29.913194	21.827778	1.875	F12	0.0119	-4.1925	77.5404	1179.5029	2033.0456	13367.2959
30.038194	21.952778	2	F12	0.1751	-18.0787	74.3453	1202.1735	1957.0574	13339.4491
30.163194	22.077778	2.125	F12	0.1687	-12.8946	72.8203	1208.6065	1935.2835	13991.6040
30.288194	22.202778	2.25	F12	0.0674	-12.9625	71.2765	1207.6772	1928.3181	14083.6206
30.413194	22.327778	2.375	F12	0.1188	-8.0161	70.1560	1250.2517	1943.6141	14151.9798
30.538194	22.452778	2.5	F12	0.1087	-0.7353	69.3746	1293.4068	1936.8282	13435.8985
30.663194	22.577778	2.625	F12	0.1199	6.7452	69.1080	1320.9994	1955.5079	14101.3291
30.788194	22.702778	2.75	F12	0.4712	-3.2481	67.9770	1336.6246	1932.7374	13776.0036
30.913194	22.827778	2.875	F12	0.6851	-5.8211	68.4753	1366.9943	1899.5027	13680.6889
31.038194	22.952778	3	F12	0.4461	-15.9725	67.4947	1389.0907	1862.5109	13542.1164
31.163194	23.077778	3.125	F12	0.2818	-7.8717	66.1297	1406.1751	1816.4165	13836.6211
31.288194	23.202778	3.25	F12	0.1092	5.1537	65.0487	1422.9180	1752.5246	13826.2534
31.413194	23.327778	3.375	F12	0.0670	-30.5885	64.5642	1448.5029	1676.5447	14008.1445
31.538194	23.452778	3.5	F12	0.1986	-10.7084	63.9502	1456.0169	1603.4182	13795.1675
31.663194	23.577778	3.625	F12	0.3009	-8.4228	63.2467	1502.4779	1531.9916	13792.9613
31.788194	23.702778	3.75	F12	0.2240	-10.8326	62.9652	1540.2448	1484.6181	13822.6687
31.913194	23.827778	3.875	F12	0.1820	-9.5041	62.8302	1569.1400	1445.7641	13814.2904
32.038194	23.952778	4	F12	0.1745	-8.1756	62.6952	1598.0352	1406.9101	13805.9120
32.163194	24.077778	4.125	F12	0.1702	-6.8471	62.5601	1626.9304	1368.0562	13797.5336
32.288194	24.202778	4.25	F12	0.2520	-5.5186	62.4251	1655.8256	1329.2022	13789.1553
32.413194	24.327778	4.375	F12	0.2415	-4.1901	62.2900	1684.7208	1290.3482	13780.7769
32.538194	24.452778	4.5	F12	0.0384	-2.8616	62.1550	1713.6160	1251.4943	13772.3985
32.663194	24.577778	4.625	F12	0.0108	-1.5331	62.0200	1742.5112	1212.6403	13764.0202
32.788194	24.702778	4.75	F12	0.2300	-0.2046	61.8849	1771.4064	1173.7863	13755.6418
32.913194	24.827778	4.875	F12	0.2558	1.1239	61.7499	1800.3017	1134.9324	13747.2634
33.038194	24.952778	5	F12	0.2151	2.4524	61.6149	1829.1969	1096.0784	13738.8850
33.163194	25.077778	5.125	F12	0.1862	-4.2771	61.0873	1858.0921	1056.9686	13869.8354
33.288194	25.202778	5.25	F12	0.0850	-16.1796	60.4637	1870.9187	1024.3841	13380.4657
33.413194	25.327778	5.375	F12	0.1821	-19.0932	60.3453	1874.6277	1000.2311	12677.8130
33.538194	25.452778	5.5	F12	0.2807	-6.7546	60.5186	1888.2185	982.1057	13138.8382
33.663194	25.577778	5.625	F12	0.2394	-4.5842	59.9778	1870.0606	965.5202	13867.8943
33.788194	25.702778	5.75	F12	0.3997	-15.7173	59.3332	1850.8174	944.7568	13391.2652
33.913194	25.827778	5.875	F12	0.8322	-8.6660	59.3160	1870.0209	931.1104	13120.9072
34.038194	25.952778	6	F12	0.7911	-2.7245	59.9973	1913.7806	919.6559	13768.0104
34.163194	26.077778	6.125	F12	0.5112	-3.3433	60.5012	1984.9861	902.3998	13954.2986
34.288194	26.202778	6.25	F12	0.3013	-11.8261	59.8062	1993.7943	878.2884	13632.3532
34.413194	26.327778	6.375	F12	0.2743	-9.3453	59.5223	2016.6949	857.6974	13316.2862
34.538194	26.452778	6.5	F12	0.3032	-1.0670	59.1902	2068.3626	837.5873	13203.0799
34.663194	26.577778	6.625	F12	0.0920	3.2038	59.0242	2047.4624	810.0884	12946.8502
34.788194	26.702778	6.75	F12	-0.0248	13.5336	60.0481	2119.3046	787.7478	13276.4433
34.913194	26.827778	6.875	F12	0.1320	10.1289	61.8901	2280.8589	765.1920	13567.3572
35.038194	26.952778	7	F12	0.7668	32.9143	60.4572	2263.2915	761.1319	13460.8706
35.163194	27.077778	7.125	F12	0.6281	-5.6550	60.0379	2245.7242	749.1995	13110.0418
35.288194	27.202778	7.25	F12	0.3925	-11.9180	59.7524	2235.0016	735.5419	13867.6745
35.413194	27.327778	7.375	F12	0.3047	17.3678	59.7790	2308.3169	713.2797	13239.7273
35.538194	27.452778	7.5	F12	0.2940	-31.5117	59.2270	2331.5778	690.8498	13399.0178
35.663194	27.577778	7.625	F12	-0.0163	-35.1884	59.0091	2354.8387	661.4134	14150.6104
35.788194	27.702778	7.75	F12	1.2555	-15.4579	59.6267	2378.0996	635.2058	14315.0074
35.913194	27.827778	7.875	F12	0.7606	0.7922	58.8025	2399.8645	614.7420	13912.5353
36.038194	27.952778	8	F12	1.2054	-27.6029	58.6431	2402.4106	599.5898	13854.3212
36.163194	28.077778	8.125	F12	0.6191	-12.1451	58.2585	2404.9567	590.9129	13694.0836
36.288194	28.202778	8.25	F12	0.5256	-21.4020	59.1528	2407.5029	572.1129	14218.3162
36.413194	28.327778	8.375	F12	0.2381	-7.8442	58.6873	2402.9798	539.8804	14386.0551
36.538194	28.452778	8.5	F12	0.3918	-22.7694	58.9772	2307.6398	504.3188	14433.7964
36.663194	28.577778	8.625	F12	0.6058	-11.1647	57.5717	2220.8437	493.7300	13437.4898
36.788194	28.702778	8.75	F12	0.2824	-30.7119	57.9239	2243.8105	469.1924	13660.2543
36.913194	28.827778	8.875	F12	0.4502	-1.7559	59.1002	2266.7773	461.2413	13301.7588
37.038194	28.952778	9	F12	0.5832	-10.4552	59.4446	2284.2546	450.1361	13143.9990
37.163194	29.077778	9.125	F12	0.3053	-18.2337	59.5325	2231.2092	421.3898	13553.2952
37.288194	29.202778	9.25	F12	0.4880	-14.1835	59.1353	2177.5687	395.1642	14253.9309
37.413194	29.327778	9.375	F12	0.4704	-9.2414	58.4901	2116.2841	363.7793	14247.6196
37.538194	29.452778	9.5	F12	0.2719	4.6723	57.3950	2054.9996	327.7104	13936.0459
37.663194	29.577778	9.625	F12	-0.1807	-13.1713	57.5832	1993.3983	302.7591	14366.7438
37.788194	29.702778	9.75	F12	0.1803	-28.5999	57.9123	1927.7287	290.2372	14491.9415
37.913194	29.827778	9.875	F12	0.5080	-42.9103	58.1370	1875.9578	277.1386	14543.7618
38.038194	29.952778	10	F12	0.4221	-41.0446	57.1385	2002.7420	257.7065	13753.2758
38.163194	30.077778	10.125	F12	0.5109	-17.5249	57.5952	2118.9884	251.5858	14145.0961
38.288194	30.202778	10.25	F12	0.5890	-14.0221	57.3027	2099.8579	238.9165	13280.9938
38.413194	30.327778	10.375	F12	0.5189	-6.6963	56.4548	2069.8677	224.3823	13855.9731
38.538194	30.452778	10.5	F12	0.5806	-29.0298	57.3535	1907.6701	202.2116	13443.1628
38.663194	30.577778	10.625	F12	0.5172	-19.3966	57.7023	1839.3048	192.1087	14979.4347
38.788194	30.702778	10.75	F12	0.6645	-13.0984	58.5658	1770.9394	176.8110	14682.6349
38.913194	30.827778	10.875	F12	0.8459	-0.4787	58.6253	1702.5740	160.7509	13989.8106
39.038194	30.952778	11	F12	1.0707	20.2228	57.6568	1634.2086	143.7162	12790.6692
39.163194	31.077778	11.125	F12	0.9237	-24.5414	56.8106	1565.8432	149.3581	13869.1313
39.288194	31.202778	11.25	F12	1.0637	8.6203	56.6353	1725.6125	141.7609	14381.6763
39.413194	31.327778	11.375	F12	0.9418	-28.1483	55.7961	1891.9008	132.9162	13956.7848
39.538194	31.452778	11.5	F12	0.8602	8.8892	54.7152	1510.7909	119.1391	12778.6814
39.663194	31.577778	11.625	F12	0.7359	-4.6559	53.8422	1470.1495	111.8410	14026.7588
39.788194	31.702778	11.75	F12	0.7882	-19.7084	54.5038	1439.6840	101.7440	13108.5498
39.913194	31.827778	11.875	F12	1.0639	26.8644	55.6318	1712.6301	95.3835	12394.9959
40.038194	31.952778	12	F12	1.2247	3.6072	56.2289	1994.2463	92.1689	14307.4709
40.163194	32.077778	12.125	F12	1.0654	-1.7371	56.3524	2275.8624	88.0825	13003.6972
40.288194	32.202778	12.25	F12	1.2735	-3.2999	55.6763	2389.0063	84.3332	13950.4745
40.413194	32.327778	12.375	F12	1.0912	14.4292	55.0186	2497.3361	78.3773	14215.6406
40.538194	32.452778	12.5	F12	1.0862	5.0391	55.6918	2605.6659	75.5207	13771.6272
40.663194	32.577778	12.625	F12	1.1014	13.6004	55.4946	2713.9957	71.1738	13956.8477
40.788194	32.702778	12.75	F12	1.5912	-2.0827	54.9143	2550.8002	66.7057	12795.5110
40.913194	32.827778	12.875	F12	1.5571	15.2174	55.3416	2592.4718	64.4200	13070.9314
41.038194	32.952778	13	F12	1.5022	-47.1528	60.3190	2640.2192	62.6962	13857.3733
41.163194	33.077778	13.125	F12	1.4070	-27.3181	56.1353	2687.9665	59.7316	13875.8069
41.288194	33.202778	13.25	F12	1.2482	-19.1497	55.8564	2735.7139	58.1837	13373.3749
41.413194	33.327778	13.375	F12	1.1762	-39.9635	56.2232	2783.4613	56.0304	12595.0824
41.538194	33.452778	13.5	F12	1.3134	-12.6096	55.8267	2831.2087	53.5160	12365.7520
41.663194	33.577778	13.625	F12	1.2601	-55.4669	55.7014	2878.9560	52.6838	13289.0936
41.788194	33.702778	13.75	F12	1.5634	-46.0135	57.7733	2926.7034	53.7325	12994.0284
41.913194	33.827778	13.875	F12	1.6934	-35.0069	59.9077	2974.4508	54.8337	12663.2188
42.038194	33.952778	14	F12	1.6096	-31.5513	59.2804	3022.1982	54.4987	12514.9339
42.163194	34.077778	14.125	F12	1.5889	-19.9380	58.1839	3069.9455	56.1716	13388.9093
42.288194	34.202778	14.25	F12	1.5672	-9.7729	57.1659	3167.8646	56.3455	12732.1678
42.413194	34.327778	14.375	F12	1.5416	1.7820	57.2453	3280.5828	57.2129	13623.6927
42.538194	34.452778	14.5	F12	1.5976	14.5155	56.7660	3393.3009	54.1524	13674.8069
42.663194	34.577778	14.625	F12	1.4643	15.9362	55.9551	3506.0191	50.2267	14272.1400
42.788194	34.702778	14.75	F12	1.6701	-3.3681	58.7594	3444.8297	48.8537	14134.9063
42.913194	34.827778	14.875	F12	1.7959	-16.3467	58.5916	3332.3428	47.6406	13221.9976
43.038194	34.952778	15	F12	1.5978	1.5470	57.2287	3219.8558	46.3985	13060.9095
43.163194	35.077778	15.125	F12	1.5745	1.5207	56.5854	3107.3689	45.3266	12656.4548
43.288194	35.202778	15.25	F12	1.8873	-1.7187	55.9029	3118.8232	43.8550	13754.0554
43.413194	35.327778	15.375	F12	1.6605	-4.6692	55.9148	3396.0397	43.3232	14236.0340
43.538194	35.452778	15.5	F12	1.8278	-10.9568	54.8557	3740.8644	41.8933	13587.7684
43.663194	35.577778	15.625	F12	1.6775	-7.2239	55.1139	4085.6890	41.3194	13044.4173
43.788194	35.702778	15.75	F12	1.8581	-15.9665	56.3512	4430.5137	41.0274	13267.0073
43.913194	35.827778	15.875	F12	1.5777	-11.3818	56.0256	4124.8861	40.1493	14092.9478
44.038194	35.952778	16	F12	1.4312	-0.3611	55.6883	4001.5340	39.9559	13336.5139
44.163194	36.077778	16.125	F12	1.5839	27.1033	55.8037	3988.5419	39.8685	14111.4902
44.288194	36.202778	16.25	F12	1.6134	3.0761	55.7553	3975.5497	40.7639	13714.0664
44.413194	36.327778	16.375	F12	1.5534	-37.5411	55.2555	3962.5576	41.2756	12909.4134
44.538194	36.452778	16.5	F12	1.6039	-25.5992	55.2733	3949.5655	42.5662	13683.0326
44.663194	36.577778	16.625	F12	1.6587	1.8459	54.5654	4428.8667	43.6444	13965.7185
44.788194	36.702778	16.75	F12	1.7043	8.5665	54.8386	5053.3797	44.3243	13162.8358
44.913194	36.827778	16.875	F12	1.6908	9.1739	55.6097	4871.2858	43.8131	13443.7895
45.038194	36.952778	17	F12	1.6598	9.7814	56.4190	4451.2671	42.9724	14114.6052
45.163194	37.077778	17.125	F12	1.6791	10.3888	55.9424	4289.4791	41.5851	13004.3377
45.288194	37.202778	17.25	F12	1.5442	-0.9879	54.4340	4203.8614	40.1357	13656.3043
45.413194	37.327778	17.375	F12	1.6887	-9.9607	55.6161	4118.2438	38.8699	14083.1973
45.538194	37.452778	17.5	F12	1.4933	-7.3728	54.6310	4032.6261	38.0447	13389.0687
45.663194	37.577778	17.625	F12	1.4426	-1.8915	54.9238	3947.0084	36.6233	13072.9002
45.788194	37.702778	17.75	F12	1.9174	-16.2627	56.5500	3861.3907	36.5682	13893.2439
45.913194	37.827778	17.875	F12	1.7709	-14.2902	55.9480	3775.7730	35.9408	13202.0846
46.038194	37.952778	18	F12	1.3997	-29.9045	54.7909	3690.1553	34.5332	12448.0179
46.163194	38.077778	18.125	F12	1.6211	-18.5786	54.8252	3604.5376	34.3278	12878.8680
46.288194	38.202778	18.25	F12	1.5673	-9.4061	55.5772	3518.9200	34.7197	13701.9867
46.413194	38.327778	18.375	F12	1.5458	5.4340	55.9830	3433.3023	33.9371	12934.7104
46.538194	38.452778	18.5	F12	1.7494	-15.7256	56.3073	3347.6846	33.9740	13167.0550
46.663194	38.577778	18.625	F12	1.5669	8.2344	56.6474	3262.0669	33.4344	12585.2818
46.788194	38.702778	18.75	F12	1.5457	3.6487	56.3020	3176.4492	32.9689	12787.8037
46.913194	38.827778	18.875	F12	1.6355	8.1342	55.3322	3184.5023	33.1664	13013.0201
47.038194	38.952778	19	F12	1.7052	-20.4330	54.9915	3220.1854	32.7590	12877.1196
47.163194	39.077778	19.125	F12	1.5945	-29.2865	56.1734	3255.8685	32.1265	12957.0557
47.288194	39.202778	19.25	F12	1.5743	-15.9063	56.2630	3291.5516	31.8135	12454.5533
47.413194	39.327778	19.375	F12	1.6285	-10.4789	55.6049	3327.2347	31.8266	12493.9510
47.538194	39.452778	19.5	F12	1.6493	-8.5257	54.8545	3362.9178	31.9081	12751.4337
47.663194	39.577778	19.625	F12	1.4818	-6.5725	55.5344	3398.6009	32.1781	13689.3639
47.788194	39.702778	19.75	F12	2.1955	-1.8657	56.4307	3434.2840	31.3116	12763.0414
47.913194	39.827778	19.875	F12	1.9433	3.6533	56.3226	3469.9671	31.7390	13559.4915
3.125	-4.960417	-24.913194	GW01	23.5797	5.0446	121.3353	-56.5453	18.5336	11191.0950
3.25	-4.835417	-24.788194	GW01	23.3953	7.3031	117.7799	-56.1215	17.7867	10069.2758
3.375	-4.710417	-24.663194	GW01	23.4551	-5.2570	109.1006	-55.8582	17.1675	9018.2434
3.5	-4.585417	-24.538194	GW01	23.6288	3.6003	107.6529	-56.3566	17.5015	8733.0037
3.625	-4.460417	-24.413194	GW01	24.0185	8.3875	103.5027	-56.8680	17.0972	9357.7546
3.75	-4.335417	-24.288194	GW01	23.6783	13.6641	105.5851	-56.0124	17.4373	9384.8165
3.875	-4.210417	-24.163194	GW01	23.3948	3.5824	112.5384	-55.6004	19.2042	10851.6320
4	-4.085417	-24.038194	GW01	23.4355	-0.8358	117.4767	-55.9194	19.0297	10382.8475
4.125	-3.960417	-23.913194	GW01	23.3720	9.4207	119.7970	-55.9907	18.4103	10768.4581
4.25	-3.835417	-23.788194	GW01	23.4653	19.1070	117.8918	-55.7071	18.0287	10383.4381
4.375	-3.710417	-23.663194	GW01	23.8654	13.9909	110.8257	-56.0882	18.0110	9717.8991
4.5	-3.585417	-23.538194	GW01	24.1888	1.4335	105.3032	-56.2904	18.2526	10118.1533
4.625	-3.460417	-23.413194	GW01	24.1420	3.7099	106.0815	-55.6018	18.8292	11456.0906
4.75	-3.335417	-23.288194	GW01	24.0264	2.7713	111.9031	-55.4901	19.3481	11135.8219
4.875	-3.210417	-23.163194	GW01	23.7074	12.1273	117.9398	-55.8776	19.5323	10384.1423
5	-3.085417	-23.038194	GW01	23.4956	8.6349	119.2216	-56.0338	19.5925	11171.2253
5.125	-2.960417	-22.913194	GW01	23.4427	5.0113	117.7350	-55.2851	19.3873	11609.4584
5.25	-2.835417	-22.788194	GW01	23.5801	-0.8083	116.0320	-55.2262	19.0159	10426.0709
5.375	-2.710417	-22.663194	GW01	23.8536	3.7397	112.4431	-55.7784	19.4591	9834.2363
5.5	-2.585417	-22.538194	GW01	23.7201	38.1758	109.1788	-55.7720	20.4085	10920.4943
5.625	-2.460417	-22.413194	GW01	23.7626	32.2705	107.9362	-55.3782	21.0039	11804.8204
5.75	-2.335417	-22.288194	GW01	23.8535	18.9349	112.1129	-55.0456	21.4175	11974.4286
5.875	-2.210417	-22.163194	GW01	23.4058	19.4471	116.3708	-54.8313	21.9080	11949.4200
6	-2.085417	-22.038194	GW01	23.1871	17.4034	117.2101	-55.1299	21.8301	10348.2481
6.125	-1.960417	-21.913194	GW01	23.2807	-1.6308	116.8498	-56.0794	21.6918	9847.3348
6.25	-1.835417	-21.788194	GW01	23.2136	11.6732	115.1612	-55.5164	22.0317	11215.7604
6.375	-1.710417	-21.663194	GW01	23.8321	10.6798	112.2328	-55.1473	21.9051	9923.5886
6.5	-1.585417	-21.538194	GW01	24.5473	-12.8784	108.9517	-55.6911	22.0759	10414.4414
6.625	-1.460417	-21.413194	GW01	24.6095	-7.0859	106.7208	-56.2321	22.9878	12106.6604
6.75	-1.335417	-21.288194	GW01	24.2950	-4.0935	110.0032	-55.3147	23.4914	12345.9211
6.875	-1.210417	-21.163194	GW01	24.1531	12.6949	114.8990	-54.8472	23.7444	11208.7275
7	-1.085417	-21.038194	GW01	24.3077	19.8868	117.2960	-55.1674	23.8790	9247.9612
7.125	-0.960417	-20.913194	GW01	24.3397	6.8766	118.1566	-55.0954	24.1400	10100.5851
7.25	-0.835417	-20.788194	GW01	24.5613	14.8093	115.9710	-55.3211	24.3295	11636.2384
7.375	-0.710417	-20.663194	GW01	25.2498	12.3586	111.5963	-55.4700	23.9251	10351.4862
7.5	-0.585417	-20.538194	GW01	25.8127	-5.1191	107.9388	-55.4631	24.7299	10855.2994
7.625	-0.460417	-20.413194	GW01	26.8933	5.1819	106.4236	-55.6336	25.0232	10466.9946
7.75	-0.335417	-20.288194	GW01	27.6980	20.2713	108.4164	-55.9731	25.1818	9743.7646
7.875	-0.210417	-20.163194	GW01	27.8534	10.0924	113.0101	-56.5420	25.8954	9682.2515
8	-0.085417	-20.038194	GW01	24.5436	53.4356	123.1804	-35.8901	25.6090	9347.4632
8.085417	0	-19.952778	GW01	21.1533	111.0754	130.4533	-14.8341	25.1272	9661.2302
8.210417	0.125	-19.827778	GW01	27.2597	200.8443	137.1851	-13.2696	27.8440	12913.3168
8.335417	0.25	-19.702778	GW01	29.3205	188.8755	143.9168	-12.6000	32.5120	12808.9035
8.460417	0.375	-19.577778	GW01	33.8056	244.4141	138.5641	-12.8223	33.7962	12599.5561
8.585417	0.5	-19.452778	GW01	35.7172	320.3990	136.6191	-12.9947	34.7047	12609.3475
8.710417	0.625	-19.327778	GW01	35.3443	420.6426	136.8943	-11.4685	36.4481	16553.6222
8.835417	0.75	-19.202778	GW01	34.2006	532.3522	139.7090	-11.3092	38.4182	12333.2259
8.960417	0.875	-19.077778	GW01	29.7279	594.0856	141.8571	-11.0240	33.9478	9024.9705
9.085417	1	-18.952778	GW01	26.3218	668.5890	144.0064	-11.1070	33.2963	10487.5029
9.210417	1.125	-18.827778	GW01	23.4663	700.6298	144.2407	-11.6558	34.6983	11917.3886
9.335417	1.25	-18.702778	GW01	22.6219	775.7151	142.2671	-11.2212	32.2313	9301.3053
9.460417	1.375	-18.577778	GW01	21.5198	757.5847	138.8653	-11.2376	32.3004	8442.4470
9.585417	1.5	-18.452778	GW01	20.9901	743.4299	139.5170	-11.1755	33.2494	11247.8290
9.710417	1.625	-18.327778	GW01	20.7362	743.4672	140.8615	-11.4377	32.3190	11255.9663
9.835417	1.75	-18.202778	GW01	19.5493	692.8888	147.2757	-11.0199	32.3042	9696.1939
9.960417	1.875	-18.077778	GW01	18.2848	681.8867	150.6098	-11.0529	33.5158	11210.7918
10.085417	2	-17.952778	GW01	17.7003	685.8185	151.5478	-10.9074	34.4444	11755.0610
10.210417	2.125	-17.827778	GW01	17.1101	630.5085	147.5338	-10.7984	33.9713	11997.3311
10.335417	2.25	-17.702778	GW01	18.0734	628.1288	145.5666	-10.6836	33.6720	11502.3504
10.460417	2.375	-17.577778	GW01	18.2508	562.1542	140.1322	-10.3282	33.7007	10341.5175
10.585417	2.5	-17.452778	GW01	17.9962	522.9405	138.9414	-10.7898	33.9634	9537.7563
10.710417	2.625	-17.327778	GW01	17.2368	527.9662	139.8219	-10.6656	35.7374	11193.1102
10.835417	2.75	-17.202778	GW01	17.2534	560.5021	142.7087	-10.6918	34.6796	9610.5083
10.960417	2.875	-17.077778	GW01	16.4425	551.4291	144.1992	-10.9419	45.7487	16538.0320
11.085417	3	-16.952778	GW01	15.7544	506.1435	145.3404	-11.2371	34.6599	8831.8925
11.210417	3.125	-16.827778	GW01	15.3391	443.6304	145.1251	-11.1157	35.2140	11913.2297
11.335417	3.25	-16.702778	GW01	16.1306	353.5414	146.5582	-10.3502	35.3484	11473.3831
11.460417	3.375	-16.577778	GW01	16.9970	319.4463	145.1738	-10.9081	34.9099	9711.6784
