days.origin	days.water	days.manure	code	NO	N2O	CO2	CH4	NH3	H2O
33.913194	25.827778	5.875	F11	0.3972	10.0924	41.5436	1032.5295	715.1216	13176.0127
34.038194	25.952778	6	F11	0.2825	21.6532	41.4921	1035.8889	700.3987	13309.3966
34.163194	26.077778	6.125	F11	0.2282	14.3621	41.6669	1052.4877	685.2693	13547.4171
34.288194	26.202778	6.25	F11	0.1896	6.0214	41.9860	1070.3003	670.4665	13521.7156
34.413194	26.327778	6.375	F11	0.2901	-4.3667	41.9192	1074.8691	650.6374	12992.6201
34.538194	26.452778	6.5	F11	0.2795	-12.0027	41.7583	1085.2071	636.8165	13166.2858
34.663194	26.577778	6.625	F11	0.3388	-8.7403	42.1829	1105.2885	623.1621	13502.3091
34.788194	26.702778	6.75	F11	0.2830	2.8178	42.0013	1123.3785	607.7777	13812.0146
34.913194	26.827778	6.875	F11	-0.0338	9.5146	42.8513	1163.1550	588.5654	13190.6328
35.038194	26.952778	7	F11	-0.3506	1.7768	42.6976	1142.5478	570.0873	12719.3190
35.163194	27.077778	7.125	F11	0.2828	-14.8566	42.7309	1158.6438	558.8623	12703.4916
35.288194	27.202778	7.25	F11	0.0945	4.8294	42.5174	1190.9054	550.0326	13097.4634
35.413194	27.327778	7.375	F11	0.3910	-11.8434	42.4733	1220.7657	538.3276	12721.6247
35.538194	27.452778	7.5	F11	0.2914	-6.5959	42.2874	1238.7630	526.3702	12883.6540
35.663194	27.577778	7.625	F11	0.3644	-7.6690	41.8723	1264.7705	516.4127	13353.7139
35.788194	27.702778	7.75	F11	-0.3644	-1.8797	42.0410	1291.3488	501.2007	13514.6398
35.913194	27.827778	7.875	F11	0.1062	-13.6868	42.2021	1293.7698	492.2003	13735.1244
36.038194	27.952778	8	F11	0.2386	-48.0204	42.4844	1311.9199	481.8512	13251.2046
36.163194	28.077778	8.125	F11	0.1939	-25.8168	42.6038	1320.0990	474.7615	13523.1631
36.288194	28.202778	8.25	F11	0.3197	-22.3020	42.4344	1327.5558	466.8303	13757.5295
36.413194	28.327778	8.375	F11	0.3894	3.1586	42.4549	1338.9143	455.3885	13975.6293
36.538194	28.452778	8.5	F11	0.4499	-38.6754	42.0980	1373.6211	437.5752	13904.5991
36.663194	28.577778	8.625	F11	0.7785	9.7613	42.1995	1409.8312	420.4973	12928.4254
36.788194	28.702778	8.75	F11	0.0888	7.6439	42.0635	1446.0413	405.3405	12677.3041
36.913194	28.827778	8.875	F11	-0.1267	1.8343	43.0670	1482.2514	402.9004	12962.3523
37.038194	28.952778	9	F11	-0.3069	-3.9753	43.1455	1518.4615	418.6769	13071.1151
37.163194	29.077778	9.125	F11	0.2604	-9.6321	42.1141	1376.5557	399.6934	13343.9041
37.288194	29.202778	9.25	F11	0.4114	-17.0326	42.5968	1336.6666	386.6349	12975.2154
37.413194	29.327778	9.375	F11	0.6208	-10.2363	42.0920	1324.6997	371.0754	13883.4580
37.538194	29.452778	9.5	F11	0.3650	-8.3089	41.4633	1332.7898	351.9421	13937.1727
37.663194	29.577778	9.625	F11	0.3505	-2.3618	41.6247	1312.1381	335.3097	13776.4148
37.788194	29.702778	9.75	F11	0.3538	-8.3256	41.3328	1358.2661	323.8868	13071.6246
37.913194	29.827778	9.875	F11	0.3570	20.0103	41.2230	1408.8680	321.3840	14160.7919
38.038194	29.952778	10	F11	0.2868	9.3741	42.1619	1334.7478	314.7247	13226.8462
38.163194	30.077778	10.125	F11	0.1506	-1.7238	40.8443	1252.5091	312.2792	13056.3086
38.288194	30.202778	10.25	F11	0.4243	-12.6768	41.4868	1302.3292	307.2163	13296.6140
38.413194	30.327778	10.375	F11	0.2753	-1.7634	41.0992	1346.7460	296.4260	13204.6033
38.538194	30.452778	10.5	F11	0.5262	-49.1184	40.8383	1307.1358	279.3232	14001.4080
38.663194	30.577778	10.625	F11	0.6214	-34.5368	41.7058	1357.3528	273.3040	14327.1338
38.788194	30.702778	10.75	F11	0.5762	-6.9631	41.6333	1413.7691	268.0228	13495.9232
38.913194	30.827778	10.875	F11	0.5717	2.5670	41.6246	1397.4839	261.2479	13078.3082
39.038194	30.952778	11	F11	0.6786	-30.2000	41.9111	1215.9654	251.0796	13766.7492
39.163194	31.077778	11.125	F11	0.5519	-14.9173	41.9971	1133.5513	245.2345	13744.1272
39.288194	31.202778	11.25	F11	0.5294	-16.0469	41.5760	1080.9459	239.9846	13590.0236
39.413194	31.327778	11.375	F11	0.5477	-29.3367	41.2173	1126.7938	234.7449	12800.1463
39.538194	31.452778	11.5	F11	0.4805	-13.7050	40.8269	1191.1530	227.3703	13670.8374
39.663194	31.577778	11.625	F11	0.5290	-25.1382	40.6447	1211.0935	216.6150	13279.8948
39.788194	31.702778	11.75	F11	0.4233	-13.9198	40.5989	1129.1101	202.6811	12258.6797
39.913194	31.827778	11.875	F11	0.5041	-29.8483	40.0688	1029.1898	201.1302	12143.4760
40.038194	31.952778	12	F11	0.4150	-13.0542	40.5710	1078.4464	200.8990	13590.6747
40.163194	32.077778	12.125	F11	0.5796	-21.9356	40.5116	1010.1492	196.3584	13529.6602
40.288194	32.202778	12.25	F11	0.4973	0.2902	40.4574	1037.3334	191.6706	13883.0187
40.413194	32.327778	12.375	F11	0.3812	-14.4974	39.8007	1238.3054	182.6626	13567.4116
40.538194	32.452778	12.5	F11	0.5251	-13.2285	40.2081	891.4122	170.9280	12525.2413
40.663194	32.577778	12.625	F11	0.2690	-7.2450	40.2565	1127.2499	166.2572	12887.3453
40.788194	32.702778	12.75	F11	0.4664	-48.9573	39.5067	1002.6477	157.4406	12962.3222
40.913194	32.827778	12.875	F11	0.4515	-0.2324	40.0489	783.2401	155.0301	12992.8653
41.038194	32.952778	13	F11	0.5579	-37.8045	39.7981	684.6589	152.9096	13581.9137
41.163194	33.077778	13.125	F11	0.4388	-35.9431	40.1938	1002.8868	146.2238	13480.4204
41.288194	33.202778	13.25	F11	0.4310	-46.9203	41.3402	1091.0084	142.0803	13827.5743
41.413194	33.327778	13.375	F11	0.5215	-11.9577	40.8253	1120.4176	138.4736	13079.6582
41.538194	33.452778	13.5	F11	0.6345	-21.3121	40.3708	1178.8725	129.9369	12854.1187
41.663194	33.577778	13.625	F11	0.7259	-10.3646	39.9362	1242.9059	124.9387	13492.4080
41.788194	33.702778	13.75	F11	0.3799	-27.5299	40.3312	1100.4660	120.5654	14101.6782
41.913194	33.827778	13.875	F11	0.5759	-34.2285	40.4804	886.6416	124.0999	13081.6764
42.038194	33.952778	14	F11	0.4952	-41.3019	40.3624	666.7232	120.3783	12965.6644
42.163194	34.077778	14.125	F11	0.5769	-8.8243	39.6172	508.5129	118.3932	12866.6529
42.288194	34.202778	14.25	F11	0.8435	-9.9046	39.4490	533.3432	115.9979	12498.9575
42.413194	34.327778	14.375	F11	0.6895	-34.2934	39.6963	597.9609	112.5806	13268.4630
42.538194	34.452778	14.5	F11	0.4886	-27.0608	39.4717	518.9611	108.4766	13322.1987
42.663194	34.577778	14.625	F11	0.7536	-23.8575	39.8294	467.6092	99.3024	12863.0906
42.788194	34.702778	14.75	F11	0.8441	-20.7405	40.1030	469.8299	95.0043	12760.7520
42.913194	34.827778	14.875	F11	0.7346	-11.5886	39.8693	472.0507	92.7443	12654.8346
43.038194	34.952778	15	F11	0.6558	-2.7420	39.5161	540.5412	90.2855	13424.6421
43.163194	35.077778	15.125	F11	0.5894	0.7565	39.4101	646.4892	87.7879	13113.1672
43.288194	35.202778	15.25	F11	0.7574	6.6482	39.8473	752.4371	82.5139	13519.6951
43.413194	35.327778	15.375	F11	0.8031	-18.6713	39.1856	806.3953	77.9583	13626.8612
43.538194	35.452778	15.5	F11	0.8313	13.2614	38.3914	586.7708	72.8617	13043.3613
43.663194	35.577778	15.625	F11	0.9311	21.5916	38.5915	692.0827	69.9039	12831.2322
43.788194	35.702778	15.75	F11	0.7749	-16.6377	38.3582	808.5941	69.2634	13392.8608
43.913194	35.827778	15.875	F11	0.7155	-22.2564	38.4142	603.0903	67.4053	13067.1686
44.038194	35.952778	16	F11	0.8047	-23.6592	38.7181	550.9955	65.2900	13538.7692
44.163194	36.077778	16.125	F11	0.7300	-34.6774	39.1532	593.1217	64.5584	14054.1777
44.288194	36.202778	16.25	F11	0.7954	-36.3375	39.6427	764.4700	64.0494	13654.4150
44.413194	36.327778	16.375	F11	0.8697	-22.2213	39.2385	765.4377	64.8246	13493.4465
44.538194	36.452778	16.5	F11	0.8734	-10.0224	39.5534	799.4684	64.7078	13793.2630
44.663194	36.577778	16.625	F11	0.8662	-2.2575	38.9767	1004.7262	64.7147	13971.6229
44.788194	36.702778	16.75	F11	0.8528	6.5714	38.4655	936.4195	65.3574	13847.4944
44.913194	36.827778	16.875	F11	1.0182	-21.8088	39.2147	863.7523	65.0244	13993.6474
45.038194	36.952778	17	F11	1.0416	-16.8054	39.3058	888.5970	61.3314	13154.3359
45.163194	37.077778	17.125	F11	1.1554	-7.9850	38.9574	747.9010	58.7704	12841.5912
45.288194	37.202778	17.25	F11	1.1114	-23.3287	39.2978	923.9810	56.0902	12704.5109
45.413194	37.327778	17.375	F11	1.0603	-17.9530	40.4974	1331.9983	53.0679	12693.6109
45.538194	37.452778	17.5	F11	1.1357	-6.5946	40.4160	1658.0512	51.2517	12918.2925
45.663194	37.577778	17.625	F11	1.1619	-0.0683	40.5312	1522.3520	49.0582	12707.9304
45.788194	37.702778	17.75	F11	1.1809	-33.9696	39.7208	1151.8443	47.9671	12623.6604
45.913194	37.827778	17.875	F11	1.2186	-45.9736	39.6091	1058.0231	46.9806	12689.7929
46.038194	37.952778	18	F11	1.1659	-12.9349	39.8266	1120.5924	45.6500	13133.3092
46.163194	38.077778	18.125	F11	1.1863	-31.1138	39.6378	793.2323	45.0676	13408.2332
46.288194	38.202778	18.25	F11	1.1085	-32.4158	39.3676	630.6618	44.0824	13003.7968
46.413194	38.327778	18.375	F11	1.2448	-22.9244	38.8901	662.9251	42.6899	12640.2646
46.538194	38.452778	18.5	F11	1.4343	-23.9887	39.1125	869.6388	41.7533	12790.8247
46.663194	38.577778	18.625	F11	1.4202	-7.4420	39.4104	902.6477	40.8258	12563.9851
46.788194	38.702778	18.75	F11	1.2902	19.0590	40.1204	777.6083	39.7999	13052.7812
46.913194	38.827778	18.875	F11	1.2306	-0.3719	39.5688	652.5689	38.8532	13511.9476
47.038194	38.952778	19	F11	1.3467	-10.0094	39.0477	648.6237	37.5433	12857.1163
47.163194	39.077778	19.125	F11	1.4221	-17.3785	39.4680	713.1241	37.3440	12381.2522
47.288194	39.202778	19.25	F11	1.3430	-34.8885	39.6624	707.1801	36.6220	12342.2321
47.413194	39.327778	19.375	F11	1.4012	-31.0566	39.6597	661.4190	35.7160	13118.6282
47.538194	39.452778	19.5	F11	1.5005	-34.3625	39.9961	761.9183	35.8734	13270.2251
47.663194	39.577778	19.625	F11	1.5553	-20.2912	40.2733	945.0877	35.5011	13386.4024
47.788194	39.702778	19.75	F11	1.4153	-2.9071	39.9705	938.0952	34.2946	12769.1180
47.913194	39.827778	19.875	F11	1.5776	-5.6768	39.4048	940.4816	34.6715	13092.3726
3.125	-4.960417	-24.913194	F12	6.4186	-16.3594	85.8067	-44.6023	16.8062	11263.4522
3.25	-4.835417	-24.788194	F12	6.4901	-16.8512	85.4454	-44.4357	16.7226	11647.6905
3.375	-4.710417	-24.663194	F12	6.5229	-5.5124	82.5906	-43.9198	16.8584	11924.1992
3.5	-4.585417	-24.538194	F12	6.3403	-1.2814	79.6840	-43.6331	16.9023	11801.5339
3.625	-4.460417	-24.413194	F12	6.6053	-5.0771	76.9237	-44.3147	16.3410	11421.2836
3.75	-4.335417	-24.288194	F12	6.6108	-11.2217	75.4247	-44.4582	16.3494	11370.0096
3.875	-4.210417	-24.163194	F12	6.3250	-32.6135	78.8879	-44.1434	17.7518	12025.3677
4	-4.085417	-24.038194	F12	6.2678	-42.3184	83.1426	-44.2409	18.9937	12345.8936
4.125	-3.960417	-23.913194	F12	6.1360	-12.3443	83.5629	-44.4822	18.2789	12381.0932
4.25	-3.835417	-23.788194	F12	6.1079	-15.0873	84.2436	-43.8843	17.0455	12420.0652
4.375	-3.710417	-23.663194	F12	6.0834	-21.8839	81.5143	-44.0940	17.3172	12204.2328
4.5	-3.585417	-23.538194	F12	5.9908	-11.5959	76.1581	-44.1429	18.0028	12348.2877
4.625	-3.460417	-23.413194	F12	6.0633	-9.3072	74.1110	-44.0217	18.6767	12326.8645
4.75	-3.335417	-23.288194	F12	6.1573	-20.1603	76.3323	-43.4565	18.8004	12150.3674
4.875	-3.210417	-23.163194	F12	6.0615	9.1567	80.3195	-44.0814	19.7751	12291.9599
5	-3.085417	-23.038194	F12	6.0519	-17.2776	82.0689	-45.1477	20.1903	12438.9996
5.125	-2.960417	-22.913194	F12	6.0310	-28.4845	81.9592	-43.8920	20.1316	12713.3467
5.25	-2.835417	-22.788194	F12	5.9582	-4.2984	81.3157	-43.5303	19.9227	12189.8937
5.375	-2.710417	-22.663194	F12	6.2198	-8.2175	79.6844	-43.6318	20.1322	11244.0442
5.5	-2.585417	-22.538194	F12	6.1455	-30.1384	76.8365	-43.4894	21.0771	12165.6619
5.625	-2.460417	-22.413194	F12	6.0713	-21.9020	75.1077	-43.1379	21.9277	12734.4771
5.75	-2.335417	-22.288194	F12	5.9995	-13.2149	74.7269	-43.4391	22.4284	12748.6083
5.875	-2.210417	-22.163194	F12	5.8777	-17.9101	77.8911	-43.7973	23.4842	12711.9918
6	-2.085417	-22.038194	F12	5.7378	-22.6052	78.7870	-43.0498	24.3866	12163.4455
6.125	-1.960417	-21.913194	F12	5.8325	-26.8890	77.8793	-43.0933	24.1929	11837.4043
6.25	-1.835417	-21.788194	F12	5.8400	-17.5093	77.1764	-43.3745	24.2495	12020.8918
6.375	-1.710417	-21.663194	F12	5.8949	13.7146	76.3567	-43.4334	25.0192	11790.1494
6.5	-1.585417	-21.538194	F12	5.8087	10.2336	74.4243	-43.2920	25.7872	11480.2411
6.625	-1.460417	-21.413194	F12	5.7706	-0.5447	71.0282	-43.5499	26.3975	11242.6994
6.75	-1.335417	-21.288194	F12	6.0219	-19.5876	71.1104	-42.7181	27.1230	12313.3712
6.875	-1.210417	-21.163194	F12	5.8679	-14.0441	73.9879	-42.3159	27.9731	12000.3907
7	-1.085417	-21.038194	F12	5.9161	-34.5140	74.7754	-43.1551	29.5158	11804.5346
7.125	-0.960417	-20.913194	F12	5.9264	-55.1718	74.5193	-42.7115	30.0423	11506.8020
7.25	-0.835417	-20.788194	F12	5.8473	-31.8585	75.0223	-42.6349	29.8503	11795.9644
7.375	-0.710417	-20.663194	F12	5.9380	6.1951	73.1343	-43.1929	29.9064	11409.6769
7.5	-0.585417	-20.538194	F12	6.2294	-2.9677	70.7116	-43.1790	30.9817	10481.8821
7.625	-0.460417	-20.413194	F12	6.0872	-9.4274	67.7360	-43.1864	30.8952	10865.1369
7.75	-0.335417	-20.288194	F12	6.0687	3.3067	66.7871	-43.6017	32.3338	12273.9751
7.875	-0.210417	-20.163194	F12	5.9514	23.7850	67.2860	-43.9825	33.2712	12251.5635
8	-0.085417	-20.038194	F12	5.9514	23.7850	67.2860	-43.9825	33.2712	12251.5635
8.085417	0	-19.952778	F12	5.9514	23.7854	67.2860	-43.9824	33.2712	12251.5633
8.210417	0.125	-19.827778	F12	2.6388	178.2787	76.4369	-13.2369	43.4416	12193.4485
8.335417	0.25	-19.702778	F12	1.8057	181.3006	80.5390	0.6052	46.8763	12084.7244
8.460417	0.375	-19.577778	F12	2.3461	108.4709	81.5058	1.5500	45.1115	12864.1241
8.585417	0.5	-19.452778	F12	2.6643	46.5334	82.7639	0.8497	44.5220	12638.8064
8.710417	0.625	-19.327778	F12	2.5302	5.8378	84.1526	1.7575	43.9607	12906.4836
8.835417	0.75	-19.202778	F12	2.1957	12.6311	85.4914	2.0585	44.7361	13294.5958
8.960417	0.875	-19.077778	F12	1.9337	0.7689	85.2183	1.7590	43.1751	12994.7731
9.085417	1	-18.952778	F12	1.5582	-3.1625	84.2427	2.1068	41.2766	12709.8060
9.210417	1.125	-18.827778	F12	1.3168	17.6324	84.3658	2.8916	40.8783	12896.5165
9.335417	1.25	-18.702778	F12	1.3814	12.8237	84.1972	3.2911	41.0493	12837.9196
9.460417	1.375	-18.577778	F12	1.4982	-9.9811	83.0080	3.1182	41.0983	12390.7693
9.585417	1.5	-18.452778	F12	1.3840	-14.2106	82.3542	3.5130	41.7186	12309.5780
9.710417	1.625	-18.327778	F12	1.2162	-17.6333	81.8455	3.6722	42.2676	12239.4580
9.835417	1.75	-18.202778	F12	1.1176	-16.2043	81.2111	4.1104	43.0956	12307.4430
9.960417	1.875	-18.077778	F12	1.0913	3.0381	80.7174	4.5744	46.8396	12206.8220
10.085417	2	-17.952778	F12	1.0956	0.5726	80.2074	5.6995	48.1189	12410.9727
10.210417	2.125	-17.827778	F12	1.1167	-5.1669	79.9639	6.5030	48.9732	12961.3667
10.335417	2.25	-17.702778	F12	1.1391	1.9188	79.8586	7.1829	50.5923	13228.1314
10.460417	2.375	-17.577778	F12	1.2107	-23.4225	79.6419	7.6835	51.0669	12813.3443
10.585417	2.5	-17.452778	F12	1.2506	-20.2227	79.2838	8.2923	51.4141	12360.4670
10.710417	2.625	-17.327778	F12	1.0858	-30.8645	78.9531	8.7829	52.1114	12703.1881
10.835417	2.75	-17.202778	F12	1.0432	-29.1856	78.2524	9.6829	51.5412	12598.1151
10.960417	2.875	-17.077778	F12	0.8826	-6.3572	77.5775	11.0266	53.8525	12734.2315
11.085417	3	-16.952778	F12	1.0662	-9.2382	77.5095	11.0793	53.9420	12672.3408
11.210417	3.125	-16.827778	F12	1.0911	-16.1362	78.2127	11.9834	53.1687	12816.8685
11.335417	3.25	-16.702778	F12	1.2762	-16.2070	78.2698	12.9765	51.7121	12359.2763
11.460417	3.375	-16.577778	F12	1.1306	7.3538	78.0607	13.9000	52.4455	13411.4559
11.585417	3.5	-16.452778	F12	1.1583	-7.4134	77.0046	14.7217	51.3703	13097.3298
11.710417	3.625	-16.327778	F12	1.0625	-28.4829	76.5299	16.0334	52.3827	12687.3824
11.835417	3.75	-16.202778	F12	0.7242	-4.1767	76.0960	17.2404	53.0034	13282.4113
11.960417	3.875	-16.077778	F12	0.8120	-18.7761	76.1424	17.8702	53.4985	13031.5953
12.085417	4	-15.952778	F12	1.2890	11.6375	76.4501	18.7600	52.9384	13220.6827
12.210417	4.125	-15.827778	F12	1.3124	13.8529	76.0418	20.8625	50.0081	12941.7940
12.335417	4.25	-15.702778	F12	1.3904	-12.8026	75.8288	22.5773	50.6093	12733.7417
12.460417	4.375	-15.577778	F12	1.3040	-25.5386	75.5527	22.1282	50.9635	12904.2252
12.585417	4.5	-15.452778	F12	1.2587	-13.9829	76.2519	24.8606	49.5789	13400.7303
12.710417	4.625	-15.327778	F12	1.0006	-17.8046	76.1723	26.6738	49.7005	13671.4269
12.835417	4.75	-15.202778	F12	1.0759	-16.2768	76.0035	29.9008	48.5494	13307.2208
12.960417	4.875	-15.077778	F12	1.5447	-11.6871	77.2166	31.5057	47.3211	13168.6783
13.085417	5	-14.952778	F12	1.3886	-27.6695	76.9196	33.9230	47.7367	13446.9460
13.210417	5.125	-14.827778	F12	1.2111	-9.6887	76.4346	35.1018	46.9936	13645.9744
13.335417	5.25	-14.702778	F12	1.2063	-13.3032	76.6954	38.9439	46.1891	13449.9708
13.460417	5.375	-14.577778	F12	1.2776	-0.1171	77.8511	42.4470	45.7216	12992.6038
13.585417	5.5	-14.452778	F12	1.2807	2.1479	77.5260	45.0749	44.9266	12864.4565
13.710417	5.625	-14.327778	F12	1.1847	-0.5821	77.5878	47.5527	44.4091	13149.8886
13.835417	5.75	-14.202778	F12	1.2055	-24.5796	78.5400	50.4592	42.3503	12667.8914
13.960417	5.875	-14.077778	F12	1.2226	-24.6835	78.8071	53.1538	40.9263	13571.8163
14.085417	6	-13.952778	F12	1.1945	-16.5517	78.5097	56.4695	41.5736	13327.0141
14.210417	6.125	-13.827778	F12	1.1572	-8.4199	78.1224	59.9823	42.7105	12640.4043
14.335417	6.25	-13.702778	F12	0.8491	2.9563	76.7177	63.4480	39.2020	11963.1612
14.460417	6.375	-13.577778	F12	1.0197	-27.2723	77.6828	69.2813	37.9533	12697.7208
14.585417	6.5	-13.452778	F12	1.3194	-38.4548	77.5525	72.1565	37.2995	12735.2566
14.710417	6.625	-13.327778	F12	0.9330	-20.3123	77.7952	75.4347	34.9169	12898.1722
14.835417	6.75	-13.202778	F12	0.9972	-54.2761	78.0870	79.5469	33.1762	13192.9677
14.960417	6.875	-13.077778	F12	0.9936	-6.2787	78.6239	83.2817	33.9019	12456.3852
15.085417	7	-12.952778	F12	1.5837	-20.9115	79.9114	87.4034	33.6546	12187.4217
15.210417	7.125	-12.827778	F12	1.2846	-18.2349	80.9754	92.4640	33.4050	12912.3302
15.335417	7.25	-12.702778	F12	0.9481	-19.2294	80.0390	95.9200	34.2694	12836.8256
15.460417	7.375	-12.577778	F12	0.6647	-21.1822	79.3984	99.4168	34.4534	12825.0308
15.585417	7.5	-12.452778	F12	0.8738	-30.2116	79.9860	103.3698	33.6667	12212.3480
15.710417	7.625	-12.327778	F12	1.0362	-33.9775	80.4802	109.2609	34.1996	13021.2124
15.835417	7.75	-12.202778	F12	0.8720	-36.9247	80.6471	115.1842	34.1228	12666.9323
15.960417	7.875	-12.077778	F12	1.1621	-35.3048	82.8305	119.4321	33.9220	12653.0832
16.085417	8	-11.952778	F12	1.5177	-33.0817	85.2854	123.4624	33.7188	12707.9495
16.210417	8.125	-11.827778	F12	0.8699	7.9745	84.8239	129.0715	34.3685	12732.9393
16.335417	8.25	-11.702778	F12	0.8049	0.0409	85.1758	132.6611	33.6356	12737.4675
16.460417	8.375	-11.577778	F12	0.9460	-48.5367	84.9630	136.0268	34.5909	11950.2433
16.585417	8.5	-11.452778	F12	0.9711	-28.1591	85.4343	141.9870	32.8753	12165.5779
16.710417	8.625	-11.327778	F12	0.7470	-41.2231	86.0161	147.0452	32.0283	11916.7595
16.835417	8.75	-11.202778	F12	0.9771	-7.1405	86.4568	152.7459	31.9354	13081.9996
16.960417	8.875	-11.077778	F12	1.2597	-0.6975	87.6972	158.5143	30.9140	12888.6313
17.085417	9	-10.952778	F12	1.5545	-9.8462	88.9024	152.9623	30.5084	13254.1687
17.210417	9.125	-10.827778	F12	0.7704	3.3847	88.7585	151.2828	29.6277	11853.5760
17.335417	9.25	-10.702778	F12	1.0095	-27.0353	88.9387	156.0904	29.0802	12528.5113
17.460417	9.375	-10.577778	F12	0.6846	-12.1235	88.6354	158.0399	29.1496	13266.7918
17.585417	9.5	-10.452778	F12	0.9067	-3.0461	89.2096	175.0560	28.7885	12703.7801
17.710417	9.625	-10.327778	F12	0.9633	-15.5757	90.1472	170.9578	28.5537	12396.9988
17.835417	9.75	-10.202778	F12	0.9998	-37.0731	90.9552	173.4276	27.7359	12211.3203
17.960417	9.875	-10.077778	F12	0.9536	-28.3127	91.7491	177.3940	28.2518	11820.2202
18.085417	10	-9.952778	F12	1.2256	-21.8825	92.4505	183.4135	28.7813	12468.8882
18.210417	10.125	-9.827778	F12	1.1615	-28.8961	92.9588	188.3729	28.3848	12841.8361
18.335417	10.25	-9.702778	F12	0.8170	-18.3373	93.1342	192.8648	27.2590	12363.5259
18.460417	10.375	-9.577778	F12	0.7801	-18.3740	93.2143	199.3198	26.3179	12804.1867
18.585417	10.5	-9.452778	F12	0.7914	-14.5768	93.1956	206.8486	25.5456	12613.5013
18.710417	10.625	-9.327778	F12	0.7367	-31.8635	93.1572	212.9791	25.3955	12246.6734
18.835417	10.75	-9.202778	F12	0.6949	-25.0153	94.3081	219.8495	25.1312	12140.0214
18.960417	10.875	-9.077778	F12	0.8719	-8.5781	94.7287	227.5221	24.9839	11764.5342
19.085417	11	-8.952778	F12	1.3627	-14.6434	94.6296	234.0620	25.1974	12467.8705
19.210417	11.125	-8.827778	F12	1.6019	6.3617	95.6745	242.1852	25.0235	12501.6166
19.335417	11.25	-8.702778	F12	1.1217	-10.8154	95.9287	251.2451	24.6311	12060.4122
19.460417	11.375	-8.577778	F12	0.7658	-20.9146	95.3607	257.8079	24.5080	12671.5608
19.585417	11.5	-8.452778	F12	0.8554	-2.2335	95.3358	264.6990	24.3293	13144.3509
19.710417	11.625	-8.327778	F12	0.9399	-2.0268	96.2618	284.8430	24.2558	12743.7970
19.835417	11.75	-8.202778	F12	0.8093	-5.2025	96.8731	292.2748	24.3461	12755.8646
19.960417	11.875	-8.077778	F12	0.9647	-7.0150	97.4955	296.7449	24.1072	12274.5217
20.085417	12	-7.952778	F12	1.4760	-10.4251	97.9011	312.8622	24.0346	11764.4649
20.210417	12.125	-7.827778	F12	1.7759	-10.7071	98.7591	320.5866	23.8736	12664.9494
20.335417	12.25	-7.702778	F12	1.2716	-8.0530	99.2976	323.1503	23.9212	13142.3917
20.460417	12.375	-7.577778	F12	0.8692	-5.8864	98.7528	328.9637	23.7430	12479.6740
20.585417	12.5	-7.452778	F12	0.8369	-21.9005	98.6284	340.4465	23.3645	12903.5513
20.710417	12.625	-7.327778	F12	0.9381	9.7820	98.6426	352.5897	23.2975	13255.1818
20.835417	12.75	-7.202778	F12	1.3076	1.1372	100.0805	370.5602	22.7708	13063.7986
20.960417	12.875	-7.077778	F12	1.4834	-35.6813	101.5732	390.6604	22.4098	13114.0643
21.085417	13	-6.952778	F12	1.4529	-34.2858	102.0092	407.2664	22.5209	13072.2975
21.210417	13.125	-6.827778	F12	1.4224	-32.8903	102.4452	423.8725	22.6320	13030.5306
21.335417	13.25	-6.702778	F12	1.3919	-31.4948	102.8812	440.4785	22.7430	12988.7638
21.460417	13.375	-6.577778	F12	1.3614	-30.0993	103.3172	457.0846	22.8541	12946.9969
21.585417	13.5	-6.452778	F12	1.3309	-28.7038	103.7532	473.6906	22.9652	12905.2301
21.710417	13.625	-6.327778	F12	1.3004	-27.3083	104.1892	490.2967	23.0763	12863.4632
21.835417	13.75	-6.202778	F12	1.2699	-25.9128	104.6252	506.9027	23.1874	12821.6964
21.960417	13.875	-6.077778	F12	1.2395	-24.5173	105.0612	523.5088	23.2985	12779.9295
22.085417	14	-5.952778	F12	1.2090	-23.1218	105.4972	540.1148	23.4095	12738.1626
22.210417	14.125	-5.827778	F12	1.1785	-21.7263	105.9332	556.7209	23.5206	12696.3958
22.335417	14.25	-5.702778	F12	1.1480	-20.3308	106.3692	573.3269	23.6317	12654.6289
22.460417	14.375	-5.577778	F12	1.1175	-18.9353	106.8052	589.9330	23.7428	12612.8621
22.585417	14.5	-5.452778	F12	1.0870	-17.5398	107.2412	606.5390	23.8539	12571.0952
22.710417	14.625	-5.327778	F12	1.0565	-16.1442	107.6772	623.1451	23.9649	12529.3284
22.835417	14.75	-5.202778	F12	1.0260	-14.7487	108.1132	639.7511	24.0760	12487.5615
22.960417	14.875	-5.077778	F12	0.9955	-13.3532	108.5492	656.3571	24.1871	12445.7947
23.085417	15	-4.952778	F12	0.9650	-11.9577	108.9852	672.9632	24.2982	12404.0278
23.210417	15.125	-4.827778	F12	0.9345	-10.5622	109.4212	689.5692	24.4093	12362.2610
23.335417	15.25	-4.702778	F12	0.9040	-9.1667	109.8572	706.1753	24.5204	12320.4941
23.460417	15.375	-4.577778	F12	0.8735	-7.7712	110.2932	722.7813	24.6314	12278.7273
23.585417	15.5	-4.452778	F12	0.8430	-6.3757	110.7292	739.3874	24.7425	12236.9604
23.710417	15.625	-4.327778	F12	0.8761	-7.6521	111.1652	777.0180	24.0046	12229.6006
23.835417	15.75	-4.202778	F12	0.9488	-10.7780	111.6012	797.8528	23.6092	12442.3487
