days.origin	days.water	days.manure	F07	F08	F09	F10	F11	F12	GW01	GW02	GW03	GW04	GW05	GW06	GWL01	GWL02	GWL03	GWL04	GWo01	GWo02	mean.F	sd.F	se.F	mean.GW	sd.GW	se.GW	mean.GWL	sd.GWL	se.GWL
45.788194	37.702778	17.75	NA	4.2921	3.9468	13.4567	1.1433	2.1641	27.3107	25.4877	31.0608	42.68	36.4526	37.0847	7.6012	9.3903	5.5398	3.7651	5.6777	4.0081	5.0006	4.90	2.19	33.3461	6.54	2.67	5.9970	2.16	0.88
45.913194	37.827778	17.875	NA	4.3004	3.9573	13.4805	1.1469	2.1696	27.3497	25.5231	31.0853	42.7738	36.5024	37.1149	7.6255	9.4145	5.5484	3.7708	5.6938	4.0189	5.0109	4.91	2.19	33.3915	6.56	2.68	6.0120	2.17	0.88
46.038194	37.952778	18	NA	4.3092	3.9682	13.5047	1.1504	2.1744	27.3859	25.5586	31.11	42.8647	36.5519	37.1447	7.6462	9.4326	5.5558	3.7768	5.7096	4.0279	5.0214	4.92	2.20	33.4360	6.58	2.69	6.0248	2.17	0.89
46.163194	38.077778	18.125	NA	4.3183	3.9793	13.529	1.154	2.1789	27.4211	25.5942	31.1346	42.9572	36.6014	37.1751	7.6663	9.4512	5.5634	3.7826	5.7248	4.0376	5.0319	4.92	2.20	33.4806	6.60	2.69	6.0377	2.18	0.89
46.288194	38.202778	18.25	NA	4.3276	3.9902	13.5536	1.1574	2.1837	27.4553	25.6294	31.1593	43.0551	36.6511	37.2052	7.6863	9.4697	5.571	3.7882	5.74	4.0474	5.0425	4.93	2.21	33.5259	6.62	2.70	6.0504	2.18	0.89
46.413194	38.327778	18.375	NA	4.3368	4.0011	13.5795	1.1609	2.1884	27.4892	25.664	31.184	43.1591	36.7006	37.2351	7.7066	9.4882	5.5785	3.7936	5.755	4.0574	5.0533	4.94	2.21	33.5720	6.64	2.71	6.0632	2.19	0.89
46.538194	38.452778	18.5	NA	4.3464	4.0123	13.6069	1.165	2.1933	27.5228	25.6984	31.2087	43.2651	36.7505	37.2655	7.7269	9.5067	5.5859	3.7988	5.77	4.0676	5.0648	4.95	2.21	33.6185	6.66	2.72	6.0760	2.19	0.90
46.663194	38.577778	18.625	NA	4.3555	4.0236	13.6342	1.1692	2.1983	27.5554	25.731	31.2335	43.3676	36.8005	37.2965	7.746	9.5267	5.5953	3.8036	5.787	4.0795	5.0762	4.96	2.22	33.6641	6.68	2.73	6.0897	2.20	0.90
46.788194	38.702778	18.75	NA	4.3638	4.0343	13.6618	1.1733	2.203	27.589	25.7626	31.258	43.4667	36.8493	37.3271	7.7646	9.5485	5.6058	3.8085	5.8058	4.094	5.0872	4.97	2.22	33.7088	6.70	2.74	6.1045	2.20	0.90
46.913194	38.827778	18.875	NA	4.3725	4.0444	13.6896	1.1771	2.2077	27.6244	25.7943	31.2819	43.5628	36.8971	37.3576	7.7838	9.568	5.6136	3.8143	5.8223	4.1063	5.0983	4.98	2.23	33.7530	6.72	2.75	6.1181	2.21	0.90
47.038194	38.952778	19	NA	4.3808	4.0549	13.716	1.1809	2.2127	27.6594	25.8257	31.3057	43.6548	36.9444	37.3884	7.8025	9.5856	5.6193	3.82	5.8366	4.1156	5.1091	4.99	2.23	33.7964	6.74	2.75	6.1299	2.21	0.90
47.163194	39.077778	19.125	NA	4.3889	4.0662	13.742	1.1851	2.2177	27.6939	25.8572	31.3297	43.7468	36.9918	37.4192	7.8215	9.6036	5.6253	3.826	5.8509	4.1255	5.1200	5.00	2.23	33.8398	6.76	2.76	6.1421	2.22	0.91
47.288194	39.202778	19.25	NA	4.3972	4.0774	13.7675	1.1892	2.2224	27.7281	25.8885	31.3537	43.8422	37.0393	37.4495	7.8405	9.6216	5.6311	3.8319	5.8648	4.1355	5.1307	5.01	2.24	33.8835	6.78	2.77	6.1542	2.22	0.91
47.413194	39.327778	19.375	NA	4.4054	4.0879	13.7924	1.1934	2.2272	27.7622	25.9193	31.3777	43.9411	37.0868	37.479	7.8595	9.6393	5.6373	3.8371	5.8786	4.1458	5.1413	5.01	2.24	33.9277	6.80	2.78	6.1663	2.23	0.91
47.538194	39.452778	19.5	NA	4.4135	4.0977	13.8175	1.1977	2.2322	27.797	25.9499	31.4016	44.0439	37.1339	37.5083	7.8784	9.657	5.6442	3.8423	5.8927	4.1564	5.1517	5.02	2.25	33.9724	6.83	2.79	6.1785	2.23	0.91
47.663194	39.577778	19.625	NA	4.4217	4.1072	13.843	1.2023	2.2369	27.8315	25.9804	31.4255	44.1472	37.1805	37.5377	7.8968	9.6748	5.6513	3.8475	5.9066	4.167	5.1622	5.03	2.25	34.0171	6.85	2.80	6.1907	2.24	0.91
47.788194	39.702778	19.75	NA	4.4299	4.1166	13.8689	1.2068	2.2424	27.8649	26.0108	31.4493	44.2532	37.2264	37.567	7.9153	9.6927	5.6587	3.8527	5.9204	4.1774	5.1729	5.04	2.25	34.0619	6.87	2.81	6.2029	2.24	0.91
47.913194	39.827778	19.875	NA	4.4382	4.126	13.8957	1.2112	2.2486	27.8981	26.0413	31.4728	44.359	37.2716	37.5962	7.9339	9.7105	5.6662	3.8585	5.934	4.1877	5.1839	5.05	2.26	34.1065	6.90	2.82	6.2151	2.25	0.92
